DATASET_YR,REPRJ_ID,INUN_ID,ADMS,COUNSEL,SAT1_VERB_200_P,SAT1_VERB_300_P,SAT1_VERB_400_P,SAT1_VERB_500_P,SAT1_VERB_600_P,SAT1_VERB_700_P,SAT1_MATH_200_P,SAT1_MATH_300_P,SAT1_MATH_400_P,SAT1_MATH_500_P,SAT1_MATH_600_P,SAT1_MATH_700_P,SAT1_COMP_400_P,SAT1_COMP_600_P,SAT1_COMP_800_P,SAT1_COMP_1000_P,SAT1_COMP_1200_P,SAT1_COMP_1400_P,SAT1_COMP_MEAN,SAT1_COMP_25TH_P,SAT1_COMP_75TH_P,ACT_1_P,ACT_2_P,ACT_3_P,ACT_4_P,ACT_5_P,ACT_6_P,SAT1_VERB_MEAN,SAT1_MATH_MEAN,ACT_MEAN,SAT1_VERB_670_800_P,SAT1_MATH_600_800_P,SUBMIT_P,SUBMIT_SAT1_P,SUBMIT_ACT_P,PLACE_ONLY,ADMS_PLACE,ADMS_COUNSEL,SAT1_VERB_25TH_P,SAT1_VERB_75TH_P,SAT1_MATH_25TH_P,SAT1_MATH_75TH_P,ACT_COMP_25TH_P,ACT_COMP_75TH_P,ACT_WRITING,SAT_NEW,SAT1_WRITING_200_P,SAT1_WRITING_300_P,SAT1_WRITING_400_P,SAT1_WRITING_500_P,SAT1_WRITING_600_P,SAT1_WRITING_700_P,SAT1_WRITING_25TH_P,SAT1_WRITING_75TH_P,SAT1_WRITING_MEAN,ESSAY_ADMIS_ACT,ESSAY_ADMIS_SAT,ESSAY_ADVISING_ACT,ESSAY_ADVISING_SAT,ESSAY_AP_SUBST_ACT,ESSAY_AP_SUBST_SAT,ESSAY_AP_VALID_ACT,ESSAY_AP_VALID_SAT,ESSAY_NO_ACT,ESSAY_NO_SAT,ESSAY_NO_POLICY_ACT,ESSAY_NO_POLICY_SAT,ESSAY_PLACE_ACT,ESSAY_PLACE_SAT,ADMS_OPTIONAL,SAT_ESSAY,ACT_ENG_1_P,ACT_ENG_2_P,ACT_ENG_3_P,ACT_ENG_4_P,ACT_ENG_5_P,ACT_ENG_6_P,ACT_MATH_1_P,ACT_MATH_2_P,ACT_MATH_3_P,ACT_MATH_4_P,ACT_MATH_5_P,ACT_MATH_6_P,ACT_MATH_MEAN,ACT_ENG_MEAN,ACT_MATH_25TH_P,ACT_MATH_75TH_P,ACT_ENG_25TH_P,ACT_ENG_75TH_P,ACT_PLACE,ACT_WRITING_25TH_P,ACT_WRITING_75TH_P,AP_PLACE,CLEP_PLACE,INST_PLACE,SAT1_PLACE,SAT2_PLACE,STATE_PLACE_T,SUBMIT_ACT_N,SUBMIT_SAT1_N,ACT_SCIENCE_25TH_P,ACT_READING_25TH_P,SAT1_COMP_50TH_P,SAT1_VERB_50TH_P,SAT1_MATH_50TH_P,ACT_COMP_50TH_P,ACT_MATH_50TH_P,ACT_ENG_50TH_P,ACT_WRITING_50TH_P,ACT_SCIENCE_50TH_P,ACT_READING_50TH_P,ACT_SCIENCE_75TH_P,ACT_READING_75TH_P,ACT_READING_1_P,ACT_READING_2_P,ACT_READING_3_P,ACT_READING_4_P,ACT_READING_5_P,ACT_READING_6_P,ACT_SCIENCE_1_P,ACT_SCIENCE_2_P,ACT_SCIENCE_3_P,ACT_SCIENCE_4_P,ACT_SCIENCE_5_P,ACT_SCIENCE_6_P
2023,12,7480,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7481,Y,,,,12.5,75,,12.5,,,12.5,62.5,25,,,,13,63,25,,,1030,1100,,,5.1,61,28.8,5.1,,,,,,59,3,25,,,,510,580,500,550,19,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,18.6,44.1,23.7,11.9,,,20.3,40.7,35.6,3.4,,,18,25,18,25,,,,,,,,,,,,20,21,1060,530,530,22,22,22,,22,24,25,28,,,,,,,,,,,,
2023,12,7485,Y,,,5.66,36.6,44.15,12.08,1.51,,7.92,37.74,39.62,13.96,0.75,,1.13,41.51,45.66,11.32,,,930,1120,,1.75,29.24,46.2,18.71,4.09,,,,,,98.8,37,24,,,,460,570,450,560,17,23,ACTB,,,,,,,,,,,,,,,,,,,X,X,,,,,X,SATB,,9.94,37.43,29.82,16.96,5.85,,0.58,42.11,34.5,19.88,2.92,,,16,23,14,23,X,5,8,X,X,,X,,Texas Success Initiative (TSI Scores),171,265,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7486,Y,,,,,,,,,,,,,,,,,,,,,,,,22,67,10,1,,,,16,,,85,,,,,,,,,,,,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7488,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7490,Y,,,2.7,24.6,41.8,26.9,4,,3.95,21.58,53.95,17.89,2.63,,2,23,50,23,2,1108,990,1190,,,9,44,36,11,559,549,23,,,99,32,8,,,,490,600,490,580,,,ACTB,,,,,,,,,,,,,,,,,,,,,X,X,,,X,SATB,,,,,,,,,,,,,,,,,,,,,,X,,X,,,,91,384,,,1080,550,530,,,,,,,,,,,,,,,,,,,,
2023,12,7491,Y,,,,27,50,23,,,,20,60,20,,,,,,,,,985,1188,,,9,35,36,20,546,554,24,,,100,17,76,,,,493,590,512,590,21,29,ACTB,,,,,,,,,,,,,,,,,,,X,X,X,X,,,X,SATB,,,12,38,22,28,,,16,28,43,12,,,19,27,20,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7492,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,31,14,,,,,,,,,,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7493,Y,,,4.76,,52.38,33.33,9.53,,,9.52,47.62,42.86,,,,9.52,52.38,38.1,,1167,1120,1250,,,3.33,44,41.33,11.34,592,578,24,,,100,12.73,92.73,,,,560,650,530,630,21.25,26,ACTB,SRS1,,,,,,,,,,,,,,,,,,,,X,X,,,X,SATB,,0.67,5.33,34,39.33,20.67,,,20,45.33,32.67,2,22,25,18,25,21,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7496,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7497,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,ACTB,,,,,,,,,,,,,,,,,,,X,X,,,,,,SATB,,,,,,,,,,,,,,,,,,,X,,,X,,,X,,,217,85,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7498,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7500,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7501,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1,,,,,,,,,,,ACTB,SRS1,,,,,,,,,,,,,,,,,,X,X,,,,,X,SATB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7509,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7511,Y,,,3,18,55,23,3,,3,28,48,20,3,,,,,,,,,,,,21,36,14,2,518,522,21,,,95,8,73,,,,510,598,482,580,17,23,ACTB,SR,,,,,,,,,,X,X,X,X,,,,,,,,,X,X,,SATB,,3,26,30,12,2,,,26,31,14,2,,,17,23,15,22,X,,,,,,X,,,276,30,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7512,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7513,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7514,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7516,Y,,,,,,,,,,,,,,,,,,,,,,,,,10,35,40,15,,,24,,,100,,81,,,,,,,,21,28,ACTB,SRS1,,,,,,,,,,,,,,,,,,,,X,X,,,,SATB,,1,10,31,25,33,,,18,33,42,7,,,19,27,21,32,X,,,X,X,,X,,,301,,,,,,,24,23,35,,,,,,,,,,,,,,,,,
2023,12,7517,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7518,Y,,,,,,,,,,,,,,,,,,,,,,,,2,64,30,4,,,,,,,70,,75,,,,,,,,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,52,25,4,1,0.2,0.5,77,19,3.3,,,,14,19,13,20,X,,,X,,,,,,1555,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7521,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7525,Y,,,0.4,13.6,42,35.6,8.5,,1.7,11,47.9,27.5,11.9,,0.85,12.7,46.6,30.1,9.8,1170,,,,,7.8,31.5,36.5,24.1,590,590,25,,,100,7,90,,,,540,640,530,640,21,29,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,1.5,31.4,31.4,28.9,28.8,,,17.3,29.9,39.7,13.1,24,25,19,27,21,31,X,,,,,,X,,,3037,236,,,,580,570,25,24,25,,,,,,,,,,,,,,,,,
2023,12,7526,Y,,,,,,,,,,,,,,,,,,,,,,,,,23,50,26,1,525,570,21,,,100,1,99,,,,520,530,560,580,18,24,ACTB,,,,,,,,,,,,,,,,,,,X,X,,,,,,SATB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7527,Y,,,,,,,,,,,,,,,,,,,,,,,,8,64,26,2,,,,15,,,83,,58,,,,,,,,13,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,50,17,2,,,5,84,9,2,,15,14,14,16,11,16,,,,,,,,,,,,13,12,,,,15,15,13,,16,14,19,18,,16,58,23,3,,,11,53,35,1,
2023,12,7528,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,5,34,,,,530,610,530,590,20,26,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,19,25,18,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7531,Y,,,2.94,29.41,35.29,23.53,8.82,,,26.47,35.29,20.59,17.65,,3.13,25,43.75,15.63,12.5,,970,1230,,0.42,23.33,44.79,25.42,6.04,,,21,,,82,5,79,,,,470,610,490,610,18,24,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,X,,,5,28.13,41.88,16.25,8.75,,,38.33,38.13,20.63,2.92,,,16,23,16,24,X,,,X,X,X,X,X,,480,32,18,19,1070,530,550,21,19,20,,21,22,24,26,,1.9,19.6,41,25,12.5,,1.25,20.8,45.6,25.8,6.5
2023,12,7533,Y,,,5,37,41,15,2,,11,16,53,16,4,,9,28,49,12,2,857,930,1130,,1,47,42,9,1,482,472,20,,,93,15,39,,,,460,560,440,570,16,20,ACTB,,,,,,,,,,,,,,,,,,,,,,,,,,SATB,,9,48,34,8,1,,,62,27,10,1,,,16,19,14,21,X,,,,,,X,,,147,58,16,15,1040,530,520,18,17,16,,19,18,21,22,,4,28,59,8,1,,3,41,39,13,4
2023,12,7534,Y,,,,,,,,,,,,,,,,,,,,,,,,2.5,34.25,47.75,13.25,2.25,,,,,,98,,66.9,,,,,,,,16,22,ACTB,,,,,,,,,,,,,,,,,,,,,X,X,,,X,SATB,0.5,11.72,35.16,34.91,14.47,3.24,,1,47.13,33.41,16.71,1.75,,,16,22,14.1,22,X,,,X,X,X,,,,401,,17,17,,,,19,18,18,,20,20,23,24,0.25,4.24,25.69,42.64,19.45,7.73,,4,21.5,54,16.75,3.75
2023,12,7535,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7536,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7538,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7539,Y,,,,,,,,,,,,,,,,,,,,,,,,0.47,33.96,48.58,16.98,,,,,,,45,,51,,,,,,,,16,22,ACTB,,,,,,,,,,,,,,,,,,,X,,,,,,,,,11.32,42.92,35.85,9.43,0.47,,,35.38,42.45,19.81,2.36,,,17,23,14,21,,,,,,,,,,212,,17,15,,,,19,19,17,,21,18,23,23,,0.96,22.97,52.15,21.53,2.39,,5.19,36.79,36.32,17.92,3.77
2023,12,7540,Y,,,,,,,,,,,,,,,,,,,,,,,,0.5,27,58,14,0.5,,,20,,,60,1,99,,,,,,,,17,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7541,Y,,,,50,50,,,,,50,,,50,,,50,,50,,,,,,,3,28,29,12,,,,,,99,1,28,,,,,,,,21,27,ACTB,,,,,,,,,,,,,,,,,,,X,X,,,,,,SATB,,,6,17,,18,,,12,30,28,2,,,18,26,22,30,,,,,,,,,,72,2,,,1115,510,605,25,23,25,,,,,,,,3,26,33,10,,1,2,20,28,21
2023,12,7543,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7545,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7547,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7549,Y,,,,,,,,,,,,,,,,,,,,1160,,,,,,,,,590,570,24,,,100,19,15,,,,530,640,520,630,22,28,ACTB,,,,,,,,,,,,,,,,,,,,,,,,,X,SATB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7550,Y,,,,1.9,40.8,45.6,11.7,,,3.4,48.5,39.8,8.3,,,1,45.6,46.6,7.3,1184,1110,1300,,,,25,50,25,598,586,25,,,100,23,2,,,,560,660,550,640,22,30,,SR,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,56,19,25,,,,43.8,43.8,12.5,,,21,27,22,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7551,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,English Regents Exam,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7553,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7554,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7555,Y,,,,19,37,33,12,,,9,40,42,9,,,,,,,,,,,,11,48,32,9,590,600,23,,,76,14,78,,,,510,650,540,670,19,25,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,44,21,9,,,17,37,38,8,23,21,18,26,17,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7556,Y,,,0.59,11.64,39.94,37.97,9.86,,1.28,12.62,42.5,34.71,8.88,,,11.34,43.39,37.28,7.59,,1070,1270,,,9.07,41.33,36.95,12.65,,,,,,95,27,43.2,,,,540,650,530,640,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,1.6,15.64,40.21,29.37,13.18,,,17.18,35.53,39.1,8.19,,,19,26,19,26,X,,,X,X,X,X,X,,1621,1014,,,1170,590,580,23,23,22,,,,,,,,,,,,,,,,,
2023,12,7558,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7559,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7560,Y,,,2,27,41,26,4,,6,26,47,19,2,,2,29,43,25,1,,970,1200,,,,,,,,,,,,98,14,,,,,480,610,470,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553,,,1080,550,530,,,,,,,,,,,,,,,,,,,,
2023,12,7562,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7564,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7568,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7569,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7570,Y,,,,,,,,,,,,,,,,,,,,,,,,,15.7,60.8,21.5,2,,,,,,99,67,33,,,,,,,,18,23,ACTB,,,,,,,,,,,,,,,,,,,X,X,,,,,X,SATB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7571,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,37,1,,,,,,,,15,15,ACTB,SRS1,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7572,N,,,,11,77.78,11,,,,22.22,55.56,22.22,,,,,77.78,22.22,,,1020,1150,,,40,40,,20,,,,,,90,10,6,,,,540,590,510,580,17,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,40,,,40,20,20,20,,,17,20,,35,,6.5,8.5,,,,,,,10,17,15,19,1100,570,530,23,18,,7,17,21,22,22,,,20,60,,20,,,60,20,,20
2023,12,7573,Y,,,,,,,,,,,,,,,,,,,,,,,,,50,12,38,,,,18,,,95,47,9,,,,,,,,15,26,ACTB,,,,,,,,,,,,,,,,,,,,,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7574,Y,,,,,,,,,,,,,,,,,,,,,,,,0.22,16.85,53.39,24.29,5.25,,,,,,91,1,72,,,,528,650,563,603,18,24,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,4.59,26.26,48.36,14.44,6.35,,,25.16,45.73,26.92,2.19,,,17,24,16,23,X,,,X,X,,X,,"Accuplacer, MCA",457,6,,,,555,575,21,21,20,,,,,,,,,,,,,,,,,
2023,12,7575,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7577,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTB,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7579,Y,,,,,,,,,,,,,,,,,,,,,,,,0.4,36.3,47.2,14.2,1.8,,,,,,41,,85,,,,,,,,15,21,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7580,Y,,,0.78,9.38,50.78,28.12,10.94,,0.78,9.38,54.68,28.13,7.03,,0.78,8.59,52.34,34.38,3.91,,1060,1250,,,16.67,33.33,41.67,8.33,,,,,,100,29.98,2.81,,,,530,633,530,620,21,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,X,X,X,,,12,128,,,1150,575,570,24,,,,,,,,,,,,,,,,,,,
2023,12,7582,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,X,X,1171,58,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7583,Y,,,,,,,,,,,,,,,,,,,,,,,,,18.32,51.91,25.19,4.58,,,,,,97,0.15,19.44,,,,,,,,18,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,23.66,44.27,22.9,7.63,,0.76,38.17,34.35,21.37,5.34,,,17,24,18,24,X,,,X,,X,X,,International Baccalaureate,131,1,,19,,,,21,19,21,,,22,,27,,0.8,14.5,48.1,19.1,17.6,,,,,,
2023,12,7585,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7586,Y,,1,5,36,37,20,1,,9,45,37,8,1,,14,43,37,5,1,964,860,1070,,,20,67,13,,473,492,20,,,98,8,1,,,,410,530,440,550,18,21,ACTB,,,,,,,,,,,,,,,,,,,X,X,,,,,,SATB,,,38,56,6,,,,69,25,6,,16,19,14,18,16,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7587,Y,,,,,,,,,,,,,,,,,,,,,,,,1,7,57,30,5,,,22,,,99,,100,,,,,,,,20,25,ACTB,,,,,,,,,,,,,,,,,,,X,X,,,,,,SATB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7589,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7591,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7593,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7594,Y,,,,,,,,,,,,,,,,,,,,,,,,0.32,29.8,35.31,8.89,0.64,,,20,,,100,,75,,,,,,,,16,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,5.59,28.72,28.27,12.16,25.2,0.1,0.2,45.17,22.05,6.42,26.1,,,15,19,15,22,X,,,X,X,X,X,,,1177,,16,16,,,,18,17,18,,19,19,22,23,0.1,2.6,23.4,33.5,10.9,4.1,,2.3,24.7,38.1,8.6,0.7
2023,12,7595,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
